OG Model Q12 Q21 Model_conf Parameter_pval Tree_size
OG0004225 ER-white NA NA 0.782051282051282 NA 33
OG0004226 ER-white NA NA 0.842857142857143 NA 10
OG0004227 ARD 0.0998648388841306 0.0998648388841306 1 0.967130668274843 2
OG0004229 ER-white NA NA 0.838383838383838 NA 36
OG0004230 ER 0.000113928516804673 NA 0.725 0.950820061220483 28
OG0004231 ER 0.000101688612911491 NA 0.757575757575758 0.633311467381098 26
OG0004233 ER 0.000198755276300764 NA 0.848484848484849 0.573724702996239 24
OG0004236 ER-white NA NA 0.777777777777778 NA 21
OG0004237 ARD 0.0998648387615662 0.0998648387615662 1 0.0392156862745091 2
OG0004241 ER-white NA NA 0.714285714285714 NA 13
OG0004242 ER 0.000163317447439333 NA 0.15 0.283414869495251 9
OG0004243 ER 0.000385783517588724 NA 0.864197530864197 0.528233184298792 13
OG0004245 ER-white NA NA 0.841463414634146 NA 34
OG0004248 ER-white NA NA 0.882978723404255 NA 5
OG0004249 ER-white NA NA 0.923913043478261 NA 5
OG0004250 ER 0.000341206556173415 NA 0.926829268292683 0.672778638913683 6
OG0004251 ER-white NA NA 0.791208791208791 NA 15
OG0004252 ER-white NA NA 0.757142857142857 NA 8
OG0004253 ER 0.000172287975901457 NA 0.702127659574468 0.754416824275218 11
OG0004255 ER 0.000314899070396043 NA 0.920634920634921 0.798656841021826 16
OG0004260 ARD 0.474464217340137 0.474464217340137 1 0.551080887154882 2
OG0004268 ARD 3.00574954734082e-16 0.00294604459337875 0.321428571428571 0.614707689749144 31
OG0004273 ER 9.38812509298023e-05 NA 0.891304347826087 0.449860991620357 28
OG0004275 ER-white NA NA 0.840579710144927 NA 31
OG0004276 ER-white NA NA 0.691176470588235 NA 25
OG0004277 ER-white NA NA 0.735294117647059 NA 24
OG0004279 ER-white NA NA 0.67948717948718 NA 32
OG0004281 ER-white NA NA 0.693333333333333 NA 28
OG0004286 ER 0.000322676078033294 NA 0.950819672131147 0.839721981862752 13
OG0004290 ER-white NA NA 0.794871794871795 NA 32
OG0004295 ER 7.69656973239864e-05 NA 0.758620689655172 0.691232995103845 35
OG0004299 ER-white NA NA 0.891891891891892 NA 30
OG0004301 ER 9.58952544913775e-05 NA 0.928571428571429 0.848273331062949 33
OG0004303 ER-white NA NA 0.8 NA 30
OG0004304 ER-white NA NA 0.905263157894737 NA 28
OG0004305 ER 0.000137225411967462 NA 0.853658536585366 0.672778638913683 24
OG0004307 ER-white NA NA 0.838235294117647 NA 36
OG0004308 ER 0.0991784189449266 NA 0.511627906976744 0.958120891685372 4
OG0004309 ER 0.000370962735742296 NA 0.594594594594595 0.501311543904047 5
OG0004317 ER 0.000118550348615504 NA 0.621621621621622 0.722200906789874 17
OG0004323 ER 0.000247841314467971 NA 0.660714285714286 0.608529428948808 27
OG0004325 ER-white NA NA 0.828947368421053 NA 34
OG0004327 ARD 0.0998648387615662 0.0998648387615662 1 0.0444444444444441 2
OG0004329 ER-white NA NA 0.885714285714286 NA 36
OG0004330 ER 0.000387218748233128 NA 0.833333333333333 0.282778522118558 6
OG0004331 ER-white NA NA 0.734375 NA 33
OG0004332 ER 0.000100757327985701 NA 0.857142857142857 0.750526292621831 29
OG0004333 ER-white NA NA 0.830985915492958 NA 33
OG0004350 ER 8.62861945321206e-05 NA 0.794117647058823 0.620937689665856 36
OG0004352 ER-white NA NA 0.808219178082192 NA 21
OG0004353 ER 0.000266864946259035 NA 0.753846153846154 0.656086873931477 27
OG0004354 ER-white NA NA 0.652173913043478 NA 29
OG0004358 ER 9.77438325235303e-05 NA 0.795454545454545 0.884355396567238 31
OG0004363 ER-white NA NA 0.75 NA 37
OG0004365 ER 9.27521207430802e-05 NA 0.738095238095238 0.469709389591708 29
OG0004368 ER 0.00014181318827076 NA 0.86 0.96700869434217 14
OG0004372 ER 0.000111967648539539 NA 0.794871794871795 0.940003805513368 28
OG0004374 ER-white NA NA 0.830985915492958 NA 30
OG0004377 ER-white NA NA 0.776119402985075 NA 29
OG0004381 ER 9.03420794903036e-05 NA 0.722222222222222 0.316584062919241 31
OG0004382 ER 0.000356376333066033 NA 0.761904761904762 0.462156472871872 33
OG0004384 ER-white NA NA 0.670886075949367 NA 21
OG0004385 ER 0.00013950900925754 NA 0.785714285714286 0.740299096507539 18
OG0004386 ER 0.000185720745025241 NA 0.897435897435897 0.527653523035004 11
OG0004390 ER-white NA NA 0.806451612903226 NA 33
OG0004391 ER 0.000162054450381888 NA 0.80952380952381 0.848273331062949 13
OG0004392 ER-white NA NA 0.8 NA 31
OG0004393 ER-white NA NA 0.796610169491525 NA 25
OG0004394 ER 0.000272569269195465 NA 0.930232558139535 0.921037643094141 7
OG0004396 ER-white NA NA 0.878378378378378 NA 32
OG0004405 ER 9.19619900519274e-05 NA 0.816326530612245 0.380242906105243 30
OG0004407 ER 0.000113738825970636 NA 0.731707317073171 0.918477400714273 23
OG0004409 ER-white NA NA 0.785714285714286 NA 29
OG0004413 ER 9.72038322601106e-05 NA 0.861111111111111 0.508806550088504 32
OG0004414 ER-white NA NA 0.583333333333333 NA 5
OG0004417 ER-white NA NA 0.746268656716418 NA 28
OG0004423 ER-white NA NA 0.782608695652174 NA 31
OG0004429 ER-white NA NA 0.688524590163934 NA 17
OG0004431 ER-white NA NA 0.770114942528736 NA 23
OG0004432 ER-white NA NA 0.815217391304348 NA 29
OG0004434 ER-white NA NA 0.544117647058823 NA 13
OG0004437 ER-white NA NA 0.505263157894737 NA 6
OG0004438 ER 0.000129963930502045 NA 0.755555555555556 0.843227747784039 16
OG0004444 ER 0.000170164981366872 NA 0.953488372093023 0.499894411039788 11
OG0004447 ER-white NA NA 0.764705882352941 NA 14
OG0004448 ER-white NA NA 0.722222222222222 NA 7
OG0004450 ER 0.00138010158137731 NA 0.556962025316456 0.919289243420219 7
OG0004451 ER 0.0051538828073551 NA 0.666666666666667 0.860255220526975 8
OG0004453 ER-white NA NA 0.83 NA 15
OG0004454 ER-white NA NA 0.795454545454545 NA 6
OG0004455 ER-white NA NA 0.758064516129032 NA 7
OG0004460 ER-white NA NA 0.864864864864865 NA 4
OG0004468 ER-white NA NA 0.627906976744186 NA 5
OG0004476 ER-white NA NA 0.742857142857143 NA 40
OG0004477 ER 8.97948919317541e-05 NA 0.704545454545455 0.335068297665249 32
OG0004482 ER-white NA NA 0.701492537313433 NA 19
OG0004485 ER-white NA NA 0.9125 NA 35
OG0004488 ER 0.00016623394116489 NA 0.842105263157895 0.927263739633472 22
OG0004494 ER 0.00010658957308967 NA 0.736842105263158 0.314041493515206 28
OG0004499 ER-white NA NA 0.901408450704225 NA 32
OG0004501 ER-white NA NA 0.810126582278481 NA 27
OG0004502 ER 0.000103930284085782 NA 0.704545454545455 0.28219995521184 31
OG0004504 ER-white NA NA 0.727272727272727 NA 30
OG0004505 ER 0.000168544542698284 NA 0.787234042553192 0.578671577643791 21
OG0004509 ER-white NA NA 0.797101449275362 NA 25
OG0004512 ER 0.000116232943038577 NA 0.909090909090909 0.910442515293016 26
OG0004513 ER-white NA NA 0.826666666666667 NA 25
OG0004522 ER 8.93958684896785e-05 NA 0.885714285714286 0.656725729963715 35
OG0004523 ER-white NA NA 0.739130434782609 NA 28
OG0004536 ER-white NA NA 0.821428571428571 NA 33
OG0004537 ER 0.000101445741946986 NA 0.85 0.929432516128271 31
OG0004540 ER 0.000119619566801056 NA 0.769230769230769 0.38474664743077 25
OG0004544 ER-white NA NA 0.802631578947368 NA 32
OG0004545 ER-white NA NA 0.705882352941177 NA 28
OG0004546 ER-white NA NA 0.891304347826087 NA 28
OG0004550 ER-white NA NA 1 NA 3
OG0004553 ER 0.000116928518870648 NA 0.75 0.910442515293016 24
OG0004558 ER-white NA NA 0.712121212121212 NA 30
OG0004559 ER-white NA NA 0.818181818181818 NA 28
OG0004560 ER-white NA NA 0.76056338028169 NA 27
OG0004562 ER 0.000118814630548755 NA 0.916666666666667 0.504392043510804 21
OG0004568 ER-white NA NA 0.823529411764706 NA 28
OG0004569 ER 8.85707428899364e-05 NA 0.578947368421053 0.314041493515206 36
OG0004571 ER-white NA NA 0.859154929577465 NA 34
OG0004576 ER-white NA NA 0.786666666666667 NA 21
OG0004577 ER-white NA NA 0.838235294117647 NA 31
OG0004579 ER-white NA NA 0.75 NA 34
OG0004580 ER 0.00031971531348183 NA 0.753846153846154 0.889401086537564 20
OG0004581 ER 0.000430366077970003 NA 0.767441860465116 0.430164777436714 5
OG0004587 ER-white NA NA 0.788732394366197 NA 30
OG0004588 ER-white NA NA 0.766233766233766 NA 25
OG0004589 ER-white NA NA 0.851851851851852 NA 30
OG0004590 ER-white NA NA 0.845070422535211 NA 31
OG0004591 ER 0.000122311270181357 NA 0.777777777777778 0.558431622880458 27
OG0004594 ER 0.000155552620293235 NA 0.866666666666667 0.960300934532676 14
OG0004598 ER-white NA NA 0.753623188405797 NA 21
OG0004599 ER-white NA NA 0.698630136986301 NA 33
OG0004603 ER-white NA NA 0.782608695652174 NA 22
OG0004606 ER-white NA NA 0.708333333333333 NA 36
OG0004609 ER-white NA NA 0.757575757575758 NA 26
OG0004610 ER-white NA NA 0.802816901408451 NA 28
OG0004611 ER-white NA NA 0.852941176470588 NA 27
OG0004615 ER 8.21447426740875e-05 NA 0.782608695652174 0.86137593478358 35
OG0004618 ER-white NA NA 0.851351351351351 NA 37
OG0004629 ER-white NA NA 0.760869565217391 NA 14
OG0004636 ER-white NA NA 0.848101265822785 NA 32
OG0004642 ER-white NA NA 0.763157894736842 NA 29
OG0004645 ER-white NA NA 0.384615384615385 NA 14
OG0004646 ER-white NA NA 0.71830985915493 NA 32
OG0004647 ER 0.000505635929024453 NA 0.785714285714286 0.904299876996823 8
OG0004651 ER 0.000328978218173313 NA 0.674418604651163 0.895847668154825 6
OG0004652 ER-white NA NA 0.739130434782609 NA 29
OG0004653 ER-white NA NA 0.846153846153846 NA 28
OG0004658 ER-white NA NA 0.872340425531915 NA 19
OG0004659 ER-white NA NA 0.692307692307692 NA 25
OG0004660 ER 0.000136399767290008 NA 0.878048780487805 0.404391551162783 15
OG0004665 ARD 0.00109630374721937 0.0288837629845379 0.0677966101694915 0.533198406885534 32
OG0004667 ER-white NA NA 0.707865168539326 NA 16
OG0004668 ER 0.000204070500355014 NA 0.75 0.520138509709938 14
OG0004669 ER-white NA NA 1 NA 3
OG0004670 ER-white NA NA 0.73469387755102 NA 7
OG0004672 ER-white NA NA 0.6875 NA 12
OG0004673 ER-white NA NA 0.875 NA 20
OG0004677 ER-white NA NA 0.787878787878788 NA 7
OG0004678 ER-white NA NA 0.653061224489796 NA 6
OG0004688 ER 9.47888099180809e-05 NA 0.710526315789474 0.927263739633472 31
OG0004691 ER-white NA NA 0.698795180722892 NA 32
OG0004694 ER-white NA NA 0.671052631578947 NA 34
OG0004701 ER-white NA NA 0.726027397260274 NA 3
OG0004702 ARD 5.33025760147682e-18 0.00313288175562263 0.305882352941176 0.532746017833277 37
OG0004704 ER-white NA NA 0.826086956521739 NA 33
OG0004705 ER-white NA NA 0.841269841269841 NA 24
OG0004710 ER 0.000105197345534318 NA 0.647058823529412 0.620937689665856 28
OG0004713 ER-white NA NA 0.817073170731707 NA 28
OG0004716 ER 0.000105611219559352 NA 0.790697674418605 0.397429823370103 18
OG0004717 ER-white NA NA 0.705128205128205 NA 36
OG0004718 ER-white NA NA 0.882978723404255 NA 29
OG0004720 ER-white NA NA 0.78 NA 13
OG0004725 ER 9.47990097992011e-05 NA 0.75609756097561 0.791006223770163 27
OG0004731 ER-white NA NA 0.704225352112676 NA 30
OG0004733 ER-white NA NA 0.873239436619718 NA 21
OG0004736 ER-white NA NA 0.720588235294118 NA 31
OG0004743 ER-white NA NA 0.864583333333333 NA 35
OG0004746 ER-white NA NA 0.779220779220779 NA 35
OG0004747 ER-white NA NA 0.72972972972973 NA 34
OG0004756 ER-white NA NA 0.789473684210526 NA 36
OG0004762 ER-white NA NA 1 NA 3
OG0004766 ER-white NA NA 0.774647887323944 NA 35
OG0004767 ER-white NA NA 0.695652173913043 NA 24
OG0004768 ER-white NA NA 0.804347826086957 NA 31
OG0004772 ER-white NA NA 0.938144329896907 NA 27
OG0004778 ER-white NA NA 0.797101449275362 NA 29
OG0004783 ER 0.000101010216310878 NA 0.883720930232558 0.765692734272886 18
OG0004786 ER 0.000143898522923264 NA 0.926829268292683 0.941328788645503 28
OG0004788 ER-white NA NA 0.833333333333333 NA 27
OG0004789 ER-white NA NA 0.756410256410256 NA 32
OG0004793 ER 9.98533597728104e-05 NA 0.837209302325581 0.612590532229953 25
OG0004794 ER-white NA NA 0.779411764705882 NA 31
OG0004795 ER 0.000258025245185195 NA 0.794117647058823 0.922028763209467 9
OG0004800 ER-white NA NA 0.71830985915493 NA 35
OG0004801 ARD 0.287675237939435 0.287675237939435 1 0.281671642103013 2
OG0004805 ER-white NA NA 0.857142857142857 NA 22
OG0004806 ER 9.39336358115464e-05 NA 0.736842105263158 0.751729228525156 32
OG0004809 ER-white NA NA 0.936170212765957 NA 31
OG0004810 ER-white NA NA 0.753246753246753 NA 31
OG0004818 ER-white NA NA 0.69 NA 26
OG0004838 ER-white NA NA 0.837837837837838 NA 30
OG0004840 ER-white NA NA 0.907216494845361 NA 30
OG0004843 ER-white NA NA 0.802083333333333 NA 34
OG0004845 ER-white NA NA 1 NA 5
OG0004849 ER-white NA NA 0.813333333333333 NA 30
OG0004856 ER-white NA NA 0.593023255813954 NA 6
OG0004858 ER 0.00017070490050764 NA 0.930232558139535 0.366247606044544 22
OG0004859 ER 0.000106189036666498 NA 0.756756756756757 0.765668386016743 28
OG0004860 ER-white NA NA 0.861111111111111 NA 30
OG0004862 ER 0.000163839639825576 NA 0.8 0.706683782461247 36
OG0004874 ER 0.000125738402292712 NA 0.770833333333333 0.355405372803867 21
OG0004876 ER-white NA NA 0.766233766233766 NA 30
OG0004877 ER 0.000154274603154656 NA 0.897435897435897 0.817869772976622 22
OG0004879 ER 0.000805715953948674 NA 0.773333333333333 0.685725779268561 6
OG0004883 ER-white NA NA 0.771929824561403 NA 17
OG0004885 ER-white NA NA 0.772151898734177 NA 16
OG0004889 ER 9.92963943719717e-05 NA 0.76 0.786576153003972 30
OG0004891 ER 0.000109823258783928 NA 0.785714285714286 0.282778522118558 30
OG0004893 ER-white NA NA 0.858695652173913 NA 22
OG0004896 ER-white NA NA 0.76 NA 9
OG0004898 ARD 0.0998648388841306 0.0998648388841306 1 0.948300391158968 2
OG0004902 ER 0.00034203119238056 NA 0.846153846153846 0.283757484361949 7
OG0004903 ER 0.000754078769351651 NA 0.75 0.418962491173102 14
OG0004907 ER 0.00023515131925828 NA 0.829268292682927 0.404391551162783 10
OG0004913 ER 0.00112477205615523 NA 0.75 0.281187308792468 3
OG0004918 ER-white NA NA 0.868421052631579 NA 32
OG0004926 ER-white NA NA 0.919191919191919 NA 32
OG0004928 ER 0.000105720757526954 NA 0.711111111111111 0.306975646559308 27
OG0004929 ER 9.78545493175439e-05 NA 0.888888888888889 0.949223898583056 29
OG0004933 ER-white NA NA 0.75 NA 25
OG0004944 ER 0.000109521856852202 NA 0.742857142857143 0.430594359725247 25
OG0004948 ER-white NA NA 0.785714285714286 NA 34
OG0004949 ER-white NA NA 0.75 NA 24
OG0004954 ER-white NA NA 0.730769230769231 NA 38
OG0004957 ER 0.000147061074163824 NA 0.73469387755102 0.43731944041117 17
OG0004966 ER-white NA NA 0.693333333333333 NA 35
OG0004970 ER-white NA NA 0.792207792207792 NA 33
OG0004974 ER-white NA NA 0.841269841269841 NA 26
OG0004976 ER 0.000533773081653906 NA 0.866666666666667 0.729861535011202 10
OG0004981 ER 0.000119012390100134 NA 0.666666666666667 0.382782420685126 20
OG0004999 ER-white NA NA 0.835443037974684 NA 43
OG0005000 ER-white NA NA 0.72972972972973 NA 30
OG0005002 ER-white NA NA 0.753246753246753 NA 27
OG0005004 ER 8.97887309150248e-05 NA 0.760869565217391 0.306147016756842 32
OG0005011 ER-white NA NA 0.878787878787879 NA 20
OG0005012 ER-white NA NA 0.527777777777778 NA 24
OG0005015 ER-white NA NA 0.822784810126582 NA 27
OG0005020 ER-white NA NA 0.805555555555556 NA 29
OG0005021 ER-white NA NA 0.860759493670886 NA 29
OG0005024 ER 9.30187552698084e-05 NA 0.769230769230769 0.959724234197405 34
OG0005027 ER-white NA NA 0.803030303030303 NA 27
OG0005030 ER-white NA NA 0.837837837837838 NA 27
OG0005034 ARD 0.000274952985891151 0.00450021146040561 0.213483146067416 0.555067205897747 29
OG0005037 ER 0.000305715893384993 NA 0.878787878787879 0.649310695578034 14
OG0005043 ER-white NA NA 0.707692307692308 NA 29
OG0005044 ER 8.57791845282997e-05 NA 0.857142857142857 0.282778522118558 34
OG0005048 ER-white NA NA 0.85 NA 28
OG0005049 ER 0.000102729862195404 NA 0.771428571428571 0.390669120926302 30
OG0005051 ER-white NA NA 0.746478873239437 NA 25
OG0005066 ER-white NA NA 0.853333333333333 NA 34
OG0005071 ER-white NA NA 0.716216216216216 NA 39
OG0005077 ER-white NA NA 0.797979797979798 NA 22
OG0005079 ER-white NA NA 0.671232876712329 NA 37
OG0005081 ER-white NA NA 0.776315789473684 NA 35
OG0005082 ER-white NA NA 0.782608695652174 NA 28
OG0005086 ER-white NA NA 0.716417910447761 NA 35
OG0005094 ER-white NA NA 0.797619047619048 NA 29
OG0005099 ER 0.000266611386270451 NA 0.893939393939394 0.598740387876534 24
OG0005102 ER-white NA NA 0.771428571428571 NA 30
OG0005104 ER-white NA NA 0.714285714285714 NA 7
OG0005113 ER-white NA NA 0.820224719101124 NA 15
OG0005115 ER-white NA NA 0.742857142857143 NA 24
OG0005118 ER-white NA NA 0.682926829268293 NA 17
OG0005119 ER-white NA NA 0.631578947368421 NA 9
OG0005121 ER-white NA NA 0.666666666666667 NA 13
OG0005123 ER-white NA NA 0.627118644067797 NA 21
OG0005125 ER-white NA NA 0.712765957446808 NA 17
OG0005127 ER-white NA NA 0.476190476190476 NA 16
OG0005128 ER-white NA NA 0.850746268656716 NA 19
OG0005131 ER-white NA NA 0.736111111111111 NA 25
OG0005132 ER-white NA NA 0.825 NA 29
OG0005135 ER-white NA NA 0.75 NA 7
OG0005136 ER-white NA NA 0.833333333333333 NA 29
OG0005137 ER-white NA NA 0.583333333333333 NA 14
OG0005140 ARD 0.00718567341300421 9.5582133931902e-165 NA 0.598740387876534 2
OG0005143 ER-white NA NA 0.590909090909091 NA 8
OG0005145 ER 0.000403008281772362 NA 0.753424657534247 0.899691205761627 12
OG0005154 ER-white NA NA 0.494252873563218 NA 4
OG0005161 ER-white NA NA 0.72972972972973 NA 28
OG0005169 ER-white NA NA 0.94 NA 35
OG0005170 ER-white NA NA 0.78494623655914 NA 14
OG0005174 ER-white NA NA 0.87012987012987 NA 31
OG0005176 ER 0.000124280555679979 NA 0.75 0.949223898583056 22
OG0005189 ER-white NA NA 0.767123287671233 NA 29
OG0005196 ER-white NA NA 0.847826086956522 NA 28
OG0005198 ER 0.000406790131667626 NA 0.860215053763441 0.456811464778558 26
OG0005200 ER-white NA NA 0.707692307692308 NA 34
OG0005203 ER-white NA NA 0.815789473684211 NA 34
OG0005204 ER 9.36878085207047e-05 NA 0.744186046511628 0.308752250421842 35
OG0005205 ER-white NA NA 0.729166666666667 NA 24
OG0005209 ER 0.000114177138589804 NA 0.717391304347826 0.76570153106312 20
OG0005211 ER-white NA NA 0.883116883116883 NA 32
OG0005216 ER-white NA NA 0.881720430107527 NA 30
OG0005221 ER 0.000160554950490639 NA 0.738095238095238 0.96756270794019 22
OG0005223 ER-white NA NA 0.753424657534247 NA 27
OG0005228 ER 0.00050518099568556 NA 0.741935483870968 0.853489176345948 10
OG0005236 ER-white NA NA 0.790123456790123 NA 38
OG0005247 ER-white NA NA 0.82051282051282 NA 31
OG0005251 ER-white NA NA 0.753623188405797 NA 30
OG0005255 ER-white NA NA 0.766233766233766 NA 28
OG0005256 ER-white NA NA 0.779220779220779 NA 30
OG0005257 ER-white NA NA 0.779411764705882 NA 27
OG0005258 ER-white NA NA 0.661764705882353 NA 26
OG0005259 ER-white NA NA 0.868421052631579 NA 25
OG0005267 ER-white NA NA 0.75 NA 32
OG0005268 ER 0.000124091322952188 NA 0.657894736842105 0.792933262276879 18
OG0005269 ER 0.000293108163263539 NA 0.864864864864865 0.284498190867821 7
OG0005277 ER-white NA NA 0.802197802197802 NA 35
OG0005278 ER-white NA NA 0.773333333333333 NA 36
OG0005288 ER-white NA NA 0.826666666666667 NA 32
OG0005289 ER-white NA NA 0.709677419354839 NA 25
OG0005303 ER-white NA NA 0.795180722891566 NA 33
OG0005318 ER-white NA NA 0.780821917808219 NA 29
OG0005319 ER-white NA NA 0.835616438356164 NA 37
OG0005327 ER-white NA NA 0.689189189189189 NA 33
OG0005330 ER-white NA NA 0.8125 NA 24
OG0005333 ER-white NA NA 0.671428571428571 NA 21
OG0005334 ER-white NA NA 0.772727272727273 NA 19
OG0005335 ER 0.170820269320114 NA 0.460674157303371 0.276053055650285 4
OG0005338 ER-white NA NA 0.636363636363636 NA 16
OG0005339 ER-white NA NA 0.807228915662651 NA 32
OG0005342 ER-white NA NA 0.753424657534247 NA 24
OG0005346 ER-white NA NA 0.790697674418605 NA 10
OG0005348 ER 0.000268312990042305 NA 0.784810126582278 0.55644367010748 18
OG0005350 ER 0.0012569882952064 NA 0.870588235294118 0.442065598534086 6
OG0005351 ER 0.330052870751404 NA 0.383838383838384 0.939144019945647 8
OG0005353 ER-white NA NA 0.516666666666667 NA 4
OG0005354 ER-white NA NA 0.602739726027397 NA 10
OG0005358 ER-white NA NA 0.683673469387755 NA 7
OG0005359 ER-white NA NA 1 NA 3
OG0005360 ER 0.000194322534060226 NA 0.938775510204082 0.927281410682631 12
OG0005380 ER-white NA NA 0.819672131147541 NA 19
OG0005382 ER-white NA NA 0.918918918918919 NA 28
OG0005388 ER-white NA NA 0.728395061728395 NA 35
OG0005398 ER 0.000302126871116988 NA 0.835443037974684 0.59811897144546 32
OG0005401 ER 0.00016847617413679 NA 0.714285714285714 0.562450529436068 13
OG0005404 ER-white NA NA 0.814814814814815 NA 22
OG0005416 ER-white NA NA 0.808823529411765 NA 25
OG0005417 ER-white NA NA 0.818181818181818 NA 35
OG0005419 ER 0.000232730893826715 NA 0.859649122807018 0.774948368791369 26
OG0005422 ER-white NA NA 0.849315068493151 NA 32
OG0005428 ER-white NA NA 0.888888888888889 NA 26
OG0005431 ER-white NA NA 0.588235294117647 NA 23
OG0005436 ER 0.000131979259503183 NA 0.648648648648649 0.912369537215064 22
OG0005437 ARD 0.000613928101759996 0.0137485812903722 0.0746268656716418 0.741770591802058 29
OG0005441 ER-white NA NA 0.794117647058823 NA 26
OG0005445 ER 0.00012667890009071 NA 0.534883720930233 0.765692734272886 15
OG0005446 ER 0.000100296081122398 NA 0.75 0.698254332364918 29
OG0005447 ER-white NA NA 0.833333333333333 NA 27
OG0005448 ER 9.05440646978687e-05 NA 0.767441860465116 0.765692734272886 31
OG0005453 ER-white NA NA 0.7625 NA 34
OG0005454 ARD 0.0509340416172126 0.0509340416172126 1 0.303869809671011 2
OG0005459 ER 0.000338757964916451 NA 0.75 0.660976739812244 18
OG0005462 ER-white NA NA 0.739130434782609 NA 24
OG0005464 ARD 0.000808735846659045 0.0045844123772932 0.125 0.514096658529733 23
OG0005465 ER-white NA NA 0.791044776119403 NA 37
OG0005467 ER-white NA NA 0.555555555555556 NA 9
OG0005468 ER 0.000117074713407797 NA 0.607142857142857 0.289138092493765 25
OG0005469 ER 1.22780630321591 NA 0.444444444444444 0.489658690094368 8
OG0005471 ER 0.000195596913096226 NA 0.948717948717949 0.9156072323962 11
OG0005474 ER-white NA NA 0.708333333333333 NA 27
OG0005476 ER 0.000211404941634509 NA 0.738461538461539 0.656086873931477 26
OG0005477 ER-white NA NA 0.706666666666667 NA 29
OG0005491 ER-white NA NA 0.753246753246753 NA 33
OG0005492 ER-white NA NA 0.761904761904762 NA 33
OG0005496 ER-white NA NA 0.76056338028169 NA 25
OG0005497 ER-white NA NA 0.908163265306122 NA 17
OG0005503 ER-white NA NA 0.83695652173913 NA 35
OG0005508 ER-white NA NA 0.746268656716418 NA 21
OG0005512 ER 9.17372451239121e-05 NA 0.906976744186046 0.366247606044544 35
OG0005514 ER-white NA NA 0.88 NA 28
OG0005515 ER-white NA NA 0.8 NA 30
OG0005516 ER 0.000134454834052336 NA 0.743589743589744 0.283757484361949 14
OG0005521 ER 0.000255904984519829 NA 0.815789473684211 0.899650953948472 16
OG0005523 ER 0.000201036920464828 NA 0.897435897435897 0.959724234197405 9
OG0005524 ER-white NA NA 0.776119402985075 NA 27
OG0005525 ER-white NA NA 1 NA 3
OG0005528 ER-white NA NA 0.804878048780488 NA 29
OG0005531 ER-white NA NA 0.730769230769231 NA 25
OG0005532 ER 0.000285133094909542 NA 0.66 0.722683703185561 10
OG0005537 ER-white NA NA 0.712121212121212 NA 21
OG0005538 ER-white NA NA 0.688524590163934 NA 15
OG0005539 ER-white NA NA 0.77027027027027 NA 17
OG0005543 ER-white NA NA 0.728571428571429 NA 31
OG0005551 ER 0.000128054962015354 NA 0.741935483870968 0.713729668818573 21
OG0005552 ER 9.65800954642736e-05 NA 0.785714285714286 0.951495825058075 29
OG0005555 ER-white NA NA 0.683673469387755 NA 12
OG0005559 ER-white NA NA 0.888888888888889 NA 31
OG0005569 ER-white NA NA 0.680555555555556 NA 3
OG0005572 ER-white NA NA 1 NA 3
OG0005573 ER 0.00570262082073066 NA 0.452380952380952 0.928340793543553 4
OG0005574 ER 0.000192440029280531 NA 0.906976744186046 0.86726022811041 12
OG0005586 ER 0.585081604076701 NA 0.659090909090909 0.276121388073141 4
OG0005594 ER 0.000298635229594479 NA 0.842857142857143 0.485432279794181 26
OG0005595 ER-white NA NA 0.859154929577465 NA 28
OG0005602 ER-white NA NA 0.753246753246753 NA 30
OG0005606 ER-white NA NA 0.443181818181818 NA 4
OG0005607 ER-white NA NA 0.716216216216216 NA 35
OG0005627 ER-white NA NA 0.711864406779661 NA 16
OG0005632 ER 9.36903428585732e-05 NA 0.772727272727273 0.789334113358592 28
OG0005633 ER-white NA NA 0.850574712643678 NA 25
OG0005639 ER-white NA NA 0.875 NA 23
OG0005641 ER-white NA NA 0.885714285714286 NA 21
OG0005646 ER-white NA NA 0.805194805194805 NA 27
OG0005651 ER-white NA NA 0.691176470588235 NA 25
OG0005654 ER-white NA NA 0.8625 NA 23
OG0005658 ER-white NA NA 0.644067796610169 NA 24
OG0005665 ER-white NA NA 0.632183908045977 NA 11
OG0005670 ER-white NA NA 0.745762711864407 NA 23
OG0005674 ER-white NA NA 0.8 NA 32
OG0005684 ARD 0.0998648387615662 0.0998648387615662 1 0.0434782608695657 2
OG0005685 ER 0.000128777831421207 NA 0.651162790697674 0.282482519290842 13
OG0005686 ER 9.27061929666458e-05 NA 0.866666666666667 0.96890831882939 31
OG0005690 ER-white NA NA 0.91044776119403 NA 30
OG0005692 ER 0.036153006892266 NA 0.636363636363636 0.558896965268462 4
OG0005693 ER-white NA NA 0.789473684210526 NA 34
OG0005698 ER 8.83606177747837e-05 NA 0.888888888888889 0.284899359009572 27
OG0005702 ER 0.000103401442495776 NA 0.666666666666667 0.283757484361949 29
OG0005706 ER-white NA NA 0.9 NA 23
OG0005717 ER-white NA NA 0.835616438356164 NA 33
OG0005719 ER-white NA NA 0.753246753246753 NA 28
OG0005722 ER-white NA NA 0.925531914893617 NA 32
OG0005723 ARD 0.00122809065582647 0.00370446793797536 0.1 0.749711673007031 24
OG0005724 ER 0.000331101357832661 NA 0.765957446808511 0.903101930977992 5
OG0005727 ER-white NA NA 0.857142857142857 NA 32
OG0005728 ER 0.00021265733222205 NA 0.802816901408451 0.802200450551069 31
