OG Model Q12 Q21 Model_conf Parameter_pval Tree_size
OG0001510 ER-white NA NA 1 NA 3
OG0001512 ER-white NA NA 0.835443037974684 NA 34
OG0001513 ER-white NA NA 0.92 NA 37
OG0001514 ER 0.00033313585551058 NA 0.822784810126582 0.55644367010748 32
OG0001515 ER-white NA NA 0.858585858585859 NA 37
OG0001516 ER-white NA NA 0.65 NA 19
OG0001517 ER-white NA NA 0.717948717948718 NA 38
OG0001518 ER-white NA NA 0.886075949367089 NA 31
OG0001519 ER 9.30927800270541e-05 NA 0.885714285714286 0.837059503905823 33
OG0001523 ER-white NA NA 0.924731182795699 NA 33
OG0001528 ER 0.000430423417701392 NA 0.855421686746988 0.412004312024983 23
OG0001530 ER 0.000257988935184968 NA 0.712121212121212 0.674663185158766 21
OG0001531 ER 0.000282575157827389 NA 0.714285714285714 0.648055271489959 22
OG0001532 ER-white NA NA 0.826666666666667 NA 24
OG0001533 ER 0.000141317584610405 NA 0.727272727272727 0.286248488633047 14
OG0001534 ER-white NA NA 0.584905660377358 NA 22
OG0001535 ER-white NA NA 0.866666666666667 NA 20
OG0001536 ER-white NA NA 0.898989898989899 NA 33
OG0001537 ER-white NA NA 0.827956989247312 NA 32
OG0001538 ER-white NA NA 0.808510638297872 NA 38
OG0001539 ER-white NA NA 0.84375 NA 33
OG0001540 ER-white NA NA 0.857142857142857 NA 32
OG0001541 ER-white NA NA 0.671875 NA 19
OG0001542 ER 8.99527397794406e-05 NA 0.771428571428571 0.795178208256267 35
OG0001543 ER 0.000205104379274945 NA 0.791044776119403 0.42947018209248 30
OG0001544 ER 0.000274472030214865 NA 0.821917808219178 0.765738502897044 20
OG0001546 ER-white NA NA 1 NA 3
OG0001547 ARD 0.0998648388841306 0.0998648388841306 1 0.0350877192982442 2
OG0001548 ER-white NA NA 0.61 NA 12
OG0001549 ER 0.00018533917408877 NA 0.886363636363636 0.529507202537991 12
OG0001554 ER-white NA NA 0.857142857142857 NA 28
OG0001555 ER-white NA NA 0.68 NA 16
OG0001556 ER-white NA NA 0.8125 NA 33
OG0001558 ER 0.000102545529300304 NA 0.825 0.929432516128271 29
OG0001559 ER-white NA NA 0.857142857142857 NA 25
OG0001560 ER 0.000157135561639131 NA 0.787234042553192 0.787869537452381 16
OG0001561 ER-white NA NA 0.780821917808219 NA 34
OG0001562 ER-white NA NA 0.807692307692308 NA 38
OG0001563 ER-white NA NA 0.747474747474748 NA 17
OG0001564 ER-white NA NA 0.928571428571429 NA 34
OG0001565 ER-white NA NA 0.690140845070423 NA 8
OG0001566 ER 8.21818071047777e-05 NA 0.674418604651163 0.65130477770687 34
OG0001567 ER-white NA NA 0.842105263157895 NA 36
OG0001569 ER 0.000291753657917227 NA 0.55 0.283414869495251 6
OG0001570 ER-white NA NA 0.711864406779661 NA 25
OG0001572 ER 0.000384219002993265 NA 0.8375 0.572654849949571 24
OG0001573 ER-white NA NA 0.763157894736842 NA 38
OG0001576 ER-white NA NA 0.740740740740741 NA 21
OG0001578 ER-white NA NA 0.769230769230769 NA 31
OG0001582 ER-white NA NA 0.877551020408163 NA 29
OG0001583 ER-white NA NA 0.823529411764706 NA 15
OG0001587 ER-white NA NA 0.94 NA 30
OG0001588 ER-white NA NA 0.489795918367347 NA 8
OG0001590 ER 0.000103141271878481 NA 0.840909090909091 0.716766100771509 33
OG0001591 ARD 1.5854451940102e-17 0.00284718667487305 0.202127659574468 0.642752757407337 26
OG0001594 ER 0.000446803740100904 NA 0.794117647058823 0.765651180787825 7
OG0001598 ER 0.000113487060854595 NA 0.731707317073171 0.918477400714273 22
OG0001600 ER-white NA NA 0.833333333333333 NA 30
OG0001602 ER 8.16669725419511e-05 NA 0.7 0.443913739134171 31
OG0001603 ER 9.61168947656346e-05 NA 0.847826086956522 0.281671642103013 31
OG0001604 ER-white NA NA 0.56 NA 16
OG0001605 ER-white NA NA 0.816901408450704 NA 31
OG0001606 ER-white NA NA 0.711111111111111 NA 5
OG0001608 ER 0.000126210749059783 NA 0.725 0.342017942045358 16
OG0001609 ER 0.00070508171500009 NA 0.734177215189873 0.495869942656528 14
OG0001610 ER-white NA NA 0.845238095238095 NA 34
OG0001612 ER 0.000108892655629558 NA 0.880952380952381 0.951495825058075 33
OG0001613 ER-white NA NA 0.872727272727273 NA 21
OG0001614 ER 0.000104446210433185 NA 0.85 0.283414869495251 27
OG0001616 ER 0.000183420079604764 NA 0.772727272727273 0.699909277311213 35
OG0001617 ER 7.57433983829766e-05 NA 0.85 0.765681910633871 35
OG0001618 ER-white NA NA 0.769230769230769 NA 26
OG0001619 ER-white NA NA 0.753623188405797 NA 36
OG0001621 ER-white NA NA 0.908163265306122 NA 30
OG0001623 ER 0.000374610014857674 NA 0.823529411764706 0.660976739812244 15
OG0001624 ER-white NA NA 0.746666666666667 NA 34
OG0001625 ER-white NA NA 0.746478873239437 NA 32
OG0001627 ER-white NA NA 0.49 NA 10
OG0001629 ER 0.000214959551257188 NA 0.830985915492958 0.571642839411484 30
OG0001630 ER-white NA NA 0.84 NA 23
OG0001634 ER 0.164151779270047 NA 0.615384615384615 0.275920894314114 4
OG0001640 ER 0.000122275972573544 NA 0.772727272727273 0.823346173383792 19
OG0001641 ER-white NA NA 0.72 NA 25
OG0001642 ER-white NA NA 0.855421686746988 NA 30
OG0001644 ER-white NA NA 0.7875 NA 40
OG0001646 ER-white NA NA 0.8125 NA 33
OG0001648 ER-white NA NA 0.811594202898551 NA 31
OG0001649 ER-white NA NA 0.752808988764045 NA 24
OG0001650 ER-white NA NA 1 NA 5
OG0001651 ER 0.00041636002538064 NA 0.7375 0.512144162084583 22
OG0001652 ER-white NA NA 0.791666666666667 NA 32
OG0001653 ER 8.64749066472838e-05 NA 0.891891891891892 0.501311543904047 35
OG0001654 ER 9.90237070341468e-05 NA 0.760869565217391 0.306147016756842 21
OG0001655 ER 0.000148336460768017 NA 0.857142857142857 0.740299096507539 15
OG0001656 ER 7.1649440489048e-05 NA 0.675675675675676 0.460155432305613 40
OG0001657 ER 0.000322732704828589 NA 0.835164835164835 0.368305708513809 27
OG0001658 ER-white NA NA 0.959183673469388 NA 33
OG0001659 ER-white NA NA 0.936170212765957 NA 24
OG0001660 ER 0.00012143748239239 NA 0.785714285714286 0.907249825558696 30
OG0001661 ER 8.74638760065807e-05 NA 0.775 0.950820061220483 35
OG0001663 ER 7.62501004723802e-05 NA 0.869565217391304 0.730759309664072 40
OG0001664 ER 7.55869371544041e-05 NA 0.729166666666667 0.640128331032456 37
OG0001665 ER 0.000116629080293712 NA 0.80952380952381 0.93136553746482 28
OG0001666 ER-white NA NA 0.8 NA 20
OG0001668 ER 0.000105025923977112 NA 0.790697674418605 0.895847668154825 26
OG0001669 ER-white NA NA 0.768115942028985 NA 25
OG0001671 ER 0.000640699454546432 NA 0.952380952380952 0.701340082347296 4
OG0001672 ER-white NA NA 1 NA 3
OG0001673 ER-white NA NA 0.62 NA 14
OG0001674 ER 0.00524592342773951 NA 0.727272727272727 0.540449266830594 7
OG0001675 ER 0.000652876804263434 NA 0.755555555555556 0.281929935160484 4
OG0001676 ER 0.000484934381080862 NA 0.855072463768116 0.702805707416703 11
OG0001681 ARD 0.000219957425919042 0.00528265277097884 0.316455696202532 0.55644367010748 37
OG0001682 ER-white NA NA 0.860215053763441 NA 36
OG0001686 ER 9.17992259617991e-05 NA 0.804878048780488 0.959935714285607 35
OG0001687 ER 0.00303468241877836 NA 0.868686868686869 0.537599380511109 15
OG0001689 ER-white NA NA 0.887096774193548 NA 16
OG0001691 ER 9.92710770131814e-05 NA 0.727272727272727 0.716766100771509 32
OG0001693 ER-white NA NA 0.806818181818182 NA 16
OG0001694 ER 9.567731948827e-05 NA 0.743589743589744 0.449020047846889 32
OG0001695 ER-white NA NA 0.93 NA 30
OG0001696 ER-white NA NA 0.88 NA 26
OG0001697 ER 9.08979105122769e-05 NA 0.666666666666667 0.361599194558221 31
OG0001698 ER-white NA NA 0.656716417910448 NA 23
OG0001699 ER 9.42398452910239e-05 NA 0.771428571428571 0.795178208256267 31
OG0001700 ER 7.94502539293783e-05 NA 0.770833333333333 0.936075288082855 38
OG0001704 ER-white NA NA 0.791666666666667 NA 35
OG0001709 ER 0.000143791724459772 NA 0.805555555555556 0.780154311310252 12
OG0001712 ER-white NA NA 0.816901408450704 NA 31
OG0001713 ER 0.000326016782496908 NA 0.833333333333333 0.931219753783825 15
OG0001718 ER 0.000126789358593164 NA 0.842105263157895 0.792933262276879 26
OG0001719 ER-white NA NA 0.703125 NA 35
OG0001720 ER 0.000209205705266618 NA 0.777777777777778 0.617194991474269 30
OG0001722 ER-white NA NA 0.804123711340206 NA 27
OG0001723 ER 0.000113254805739517 NA 0.770833333333333 0.776633792018253 28
OG0001725 ER-white NA NA 0.767441860465116 NA 30
OG0001726 ER-white NA NA 0.90625 NA 37
OG0001727 ER-white NA NA 0.815217391304348 NA 27
OG0001729 ER-white NA NA 0.846938775510204 NA 32
OG0001730 ER-white NA NA 0.866666666666667 NA 33
OG0001731 ER-white NA NA 0.746478873239437 NA 31
OG0001733 ER 0.000164114884356368 NA 0.771428571428571 0.600349278603864 33
OG0001734 ER-white NA NA 0.784615384615385 NA 30
OG0001737 ER 0.000134171879838295 NA 0.642857142857143 0.96756270794019 17
OG0001738 ER-white NA NA 0.7625 NA 36
OG0001739 ER-white NA NA 0.658823529411765 NA 17
OG0001744 ER-white NA NA 0.783783783783784 NA 29
OG0001745 ER-white NA NA 0.756410256410256 NA 37
OG0001746 ER-white NA NA 0.87 NA 37
OG0001749 ER-white NA NA 0.909090909090909 NA 16
OG0001750 ER-white NA NA 0.63 NA 8
OG0001751 ARD 0.0998648387615662 0.0998648387615662 1 0.0408163265306115 2
OG0001754 ARD 1.11555555555494 1.11555555555494 1 0.960739073345359 2
OG0001758 ER-white NA NA 0.652173913043478 NA 40
OG0001760 ER 0.000271299563193957 NA 0.727272727272727 0.442970895977706 18
OG0001762 ER-white NA NA 0.882978723404255 NA 27
OG0001763 ER 0.000195101511681397 NA 0.837209302325581 0.612590532229953 9
OG0001765 ARD 0.00118743281554572 0.0154391351617726 0.162790697674419 0.529149294541756 31
OG0001767 ER-white NA NA 0.560975609756098 NA 11
OG0001768 ER-white NA NA 0.871794871794872 NA 32
OG0001770 ER 0.000240513037188846 NA 0.814285714285714 0.788132819434563 23
OG0001771 ER-white NA NA 0.848484848484849 NA 21
OG0001772 ER-white NA NA 0.840425531914894 NA 20
OG0001776 ER-white NA NA 0.76 NA 38
OG0001777 ER-white NA NA 0.881720430107527 NA 35
OG0001778 ER-white NA NA 0.822916666666667 NA 19
OG0001779 ER-white NA NA 0.824561403508772 NA 10
OG0001780 ER-white NA NA 0.87 NA 29
OG0001781 ER 9.68821883932576e-05 NA 0.875 0.929432516128271 31
OG0001785 ER-white NA NA 0.774193548387097 NA 20
OG0001788 ARD 0.00102528010588061 0.013383163690912 0.151162790697674 0.547887217359949 35
OG0001789 ER-white NA NA 0.780487804878049 NA 33
OG0001791 ER 0.000234437417294082 NA 0.605263157894737 0.380201910078428 12
OG0001792 ER 0.000280812339725198 NA 0.835294117647059 0.408234236270625 37
OG0001793 ER-white NA NA 0.757142857142857 NA 34
OG0001794 ER 0.000101086254882297 NA 0.71875 0.918834210627871 30
OG0001795 ER-white NA NA 0.89247311827957 NA 30
OG0001796 ER 0.000122252384288824 NA 0.702127659574468 0.414828714935399 23
OG0001797 ER-white NA NA 0.753246753246753 NA 34
OG0001798 ER-white NA NA 0.842696629213483 NA 29
OG0001799 ER-white NA NA 0.791666666666667 NA 28
OG0001800 ER-white NA NA 0.88659793814433 NA 34
OG0001801 ER-white NA NA 0.734177215189873 NA 36
OG0001802 ER-white NA NA 0.782608695652174 NA 20
OG0001804 ER-white NA NA 0.714285714285714 NA 28
OG0001806 ER 0.00010108360016732 NA 0.864864864864865 0.807236655039588 29
OG0001807 ER 0.000236448694885021 NA 0.914285714285714 0.80986739889725 22
OG0001808 ER 0.000360682468763573 NA 0.788235294117647 0.532746017833277 25
OG0001809 ER 0.000133692070258538 NA 0.866666666666667 0.923334353902302 20
OG0001810 ER-white NA NA 0.75 NA 5
OG0001813 ER 0.109361274113066 NA 0.568421052631579 0.323959920302189 6
OG0001816 ER-white NA NA 0.505882352941176 NA 10
OG0001817 ARD 0.131065627049544 0.131065627049544 1 0.0392156862745091 2
OG0001821 ARD 0.000639729695205901 0.00483038671878003 0.193548387096774 0.701404878417692 28
OG0001822 ER 0.000191435152429519 NA 0.782608695652174 0.418386811344447 14
OG0001823 ARD 0.00020157255823591 0.00364366014890666 0.202247191011236 0.723271172497793 31
OG0001824 ER-white NA NA 0.794871794871795 NA 17
OG0001825 ER-white NA NA 0.83695652173913 NA 28
OG0001827 ER 9.4025627826479e-05 NA 0.833333333333333 0.860558619228494 32
OG0001829 ER-white NA NA 0.835616438356164 NA 34
OG0001830 ER 9.94479349999769e-05 NA 0.722222222222222 0.644364451853005 23
OG0001831 ER-white NA NA 0.802816901408451 NA 26
OG0001834 ER 0.000121991090753969 NA 0.785714285714286 0.951495825058075 29
OG0001835 ER-white NA NA 0.671052631578947 NA 38
OG0001836 ER-white NA NA 0.822916666666667 NA 29
OG0001837 ER 0.000268878600666493 NA 0.808823529411765 0.426800797576731 26
OG0001839 ARD 3.97653818698422e-16 0.00313688034088057 0.240506329113924 0.6 31
OG0001840 ER-white NA NA 0.78021978021978 NA 15
OG0001842 ER-white NA NA 0.835616438356164 NA 33
OG0001843 ER-white NA NA 0.811764705882353 NA 32
OG0001845 ER 0.000116166375017876 NA 0.833333333333333 0.582765085850929 17
OG0001849 ER 0.000205508957974341 NA 0.810344827586207 0.818552685015862 31
OG0001852 ER-white NA NA 0.84 NA 9
OG0001858 ER-white NA NA 0.721518987341772 NA 28
OG0001861 ER-white NA NA 0.716417910447761 NA 40
OG0001862 ER-white NA NA 0.826086956521739 NA 36
OG0001863 ER-white NA NA 0.854166666666667 NA 36
OG0001864 ER-white NA NA 0.887755102040816 NA 32
OG0001865 ER-white NA NA 0.865168539325843 NA 32
OG0001866 ER 0.000100559863508737 NA 0.805555555555556 0.690513455654929 32
OG0001867 ARD 0.000368882258895904 0.00703673902712769 0.207317073170732 0.563960173825602 32
OG0001868 ER 0.000133321184188178 NA 0.956521739130435 0.86137593478358 17
OG0001870 ER 0.000164480781490159 NA 0.806451612903226 0.503264336457401 12
OG0001871 ER 0.00117763786874367 NA 0.963855421686747 0.483204299199468 6
OG0001872 ER 0.000366178378145365 NA 0.803030303030303 0.623967733680893 18
OG0001873 ER-white NA NA 1 NA 5
OG0001874 ARD 0.358422223265739 0.358422223265739 1 0.0370370370370381 2
OG0001876 ER-white NA NA 0.814432989690722 NA 32
OG0001877 ARD 8.62770704112233e-18 0.00329604948629488 0.255102040816327 0.524437690102877 32
OG0001878 ER-white NA NA 0.8 NA 31
OG0001879 ER-white NA NA 0.72972972972973 NA 38
OG0001881 ER-white NA NA 0.739130434782609 NA 31
OG0001882 ER 0.000738487815093119 NA 0.804123711340206 0.432812212064954 19
OG0001884 ER-white NA NA 0.764705882352941 NA 39
OG0001885 ER 0.00107177837349819 NA 0.706666666666667 0.929616926842961 5
OG0001886 ARD 0.000458836577274924 0.00797148865166126 0.195121951219512 0.486241505394992 31
OG0001887 ER-white NA NA 0.855421686746988 NA 38
OG0001889 ER-white NA NA 0.675675675675676 NA 23
OG0001890 ARD 1.04387599221963e-172 0.00253070062634401 0.285714285714286 0.298212741493059 29
OG0001891 ER-white NA NA 0.83 NA 32
OG0001894 ER-white NA NA 0.880434782608696 NA 35
OG0001897 ER-white NA NA 0.736111111111111 NA 35
OG0001899 ER-white NA NA 0.89247311827957 NA 36
OG0001900 ER-white NA NA 0.865671641791045 NA 24
OG0001902 ER 8.35930038723932e-05 NA 0.755555555555556 0.843227747784039 30
OG0001903 ARD 1.65552550691767e-67 0.00326512502859207 0.292682926829268 0.43144407348447 37
OG0001905 ER-white NA NA 0.686046511627907 NA 13
OG0001908 ER-white NA NA 0.796296296296296 NA 16
OG0001909 ER-white NA NA 0.9 NA 33
OG0001910 ER-white NA NA 0.855263157894737 NA 38
OG0001911 ER 9.47628518474197e-05 NA 0.78125 0.797826588303371 35
OG0001912 ER-white NA NA 0.743243243243243 NA 34
OG0001915 ER-white NA NA 0.806818181818182 NA 21
OG0001917 ER-white NA NA 0.7 NA 23
OG0001919 ER-white NA NA 0.68 NA 16
OG0001921 ER-white NA NA 0.583333333333333 NA 5
OG0001922 ER-white NA NA 0.593023255813954 NA 11
OG0001923 ER 0.000316976739534745 NA 0.82089552238806 0.892250567920957 16
OG0001925 ER-white NA NA 1 NA 3
OG0001928 ER 0.000137533991368712 NA 0.846153846153846 0.377100305138586 23
OG0001934 ER-white NA NA 0.741935483870968 NA 22
OG0001936 ER-white NA NA 0.86734693877551 NA 33
OG0001937 ARD 0.000312421993378508 0.0048693849886004 0.236559139784946 0.736856704552538 27
OG0001938 ER 9.78564598124504e-05 NA 0.8 0.950820061220483 28
OG0001939 ER-white NA NA 0.746666666666667 NA 38
OG0001940 ER 0.00011866543880024 NA 0.906976744186046 0.86726022811041 25
OG0001941 ER-white NA NA 0.813333333333333 NA 36
OG0001942 ER-white NA NA 0.84 NA 39
OG0001943 ER-white NA NA 0.54 NA 8
OG0001944 ER-white NA NA 0.894736842105263 NA 33
OG0001945 ER-white NA NA 0.939393939393939 NA 37
OG0001946 ER 0.000101562575913752 NA 0.771428571428571 0.285323413787884 27
OG0001947 ER-white NA NA 0.753246753246753 NA 30
OG0001949 ER-white NA NA 0.565217391304348 NA 7
OG0001950 ER 0.000139810090758952 NA 0.736842105263158 0.967922228308427 27
OG0001951 ER-white NA NA 0.727272727272727 NA 19
OG0001952 ER 0.000412165740756938 NA 0.816091954022989 0.507419835641336 25
OG0001955 ER-white NA NA 0.9 NA 36
OG0001956 ER-white NA NA 0.672727272727273 NA 24
OG0001957 ARD 0.000557704072093142 0.0044319065497249 0.181818181818182 0.620809867379389 24
OG0001958 ER-white NA NA 0.848484848484849 NA 23
OG0001959 ARD 4.81685629871911e-164 0.00224197572094426 0.0631578947368421 0.125000000000001 17
OG0001960 ARD 0.000331305032105745 0.00564214220402066 0.191011235955056 0.741648513171587 27
OG0001961 ER-white NA NA 0.89 NA 24
OG0001963 ER-white NA NA 0.8 NA 35
OG0001965 ER-white NA NA 0.880434782608696 NA 33
OG0001966 ER-white NA NA 0.767441860465116 NA 27
OG0001967 ER-white NA NA 0.75531914893617 NA 26
OG0001968 ER-white NA NA 0.714285714285714 NA 3
OG0001969 ER-white NA NA 0.83 NA 9
OG0001971 ER 0.000124934843493334 NA 0.771428571428571 0.285323413787884 19
OG0001973 ARD 0.286099155976843 0.286099155976843 1 0.0392156862745091 2
OG0001974 ER 0.000652876804263434 NA 0.7 0.28074168379329 4
OG0001976 ER 0.000555560902435588 NA 0.931818181818182 0.753643103808368 5
OG0001982 ER-white NA NA 0.895833333333333 NA 26
OG0001983 ER-white NA NA 0.785714285714286 NA 35
OG0001987 ER-white NA NA 0.922222222222222 NA 29
OG0001989 ER-white NA NA 0.784615384615385 NA 31
OG0001990 ER 0.000341139063051188 NA 0.8 0.429334429505664 29
OG0001991 ER 0.000316987813662395 NA 0.857142857142857 0.63829999459757 22
OG0001992 ER-white NA NA 0.786666666666667 NA 35
OG0001994 ER-white NA NA 0.720588235294118 NA 39
OG0001995 ER-white NA NA 0.779411764705882 NA 39
OG0001998 ER-white NA NA 0.810126582278481 NA 34
OG0001999 ER-white NA NA 0.877551020408163 NA 33
OG0002001 ER-white NA NA 0.735294117647059 NA 36
OG0002004 ER 0.000100516436510267 NA 0.805555555555556 0.924814594807752 31
OG0002005 ER-white NA NA 0.731707317073171 NA 11
OG0002007 ER 0.00517433644824868 NA 0.767676767676768 0.688531156304177 15
OG0002008 ER-white NA NA 0.862068965517241 NA 33
OG0002010 ER-white NA NA 0.75 NA 13
OG0002012 ER-white NA NA 0.855670103092783 NA 35
OG0002014 ER-white NA NA 0.852631578947368 NA 33
OG0002015 ER-white NA NA 0.829787234042553 NA 42
OG0002019 ER-white NA NA 0.96 NA 36
OG0002020 ER-white NA NA 0.845360824742268 NA 26
OG0002021 ER 0.000284593714294123 NA 0.742424242424242 0.573724702996239 23
OG0002022 ER 0.000129073021138754 NA 0.6875 0.594760086820163 21
OG0002023 ER-white NA NA 0.857142857142857 NA 35
OG0002024 ER-white NA NA 0.851063829787234 NA 36
OG0002025 ER 0.000217862191618365 NA 0.915254237288136 0.673165057779264 29
OG0002026 ER 0.000102626256286381 NA 0.736842105263158 0.950067359692018 31
OG0002027 ER-white NA NA 0.91025641025641 NA 17
OG0002029 ER-white NA NA 0.898989898989899 NA 34
OG0002030 ER-white NA NA 0.875 NA 28
OG0002031 ER 8.04429459639946e-05 NA 0.8 0.481299609811729 39
OG0002032 ER 0.000107562477823555 NA 0.813953488372093 0.921037643094141 25
OG0002033 ER-white NA NA 0.835051546391753 NA 21
OG0002034 ER-white NA NA 0.764705882352941 NA 31
OG0002035 ER-white NA NA 0.661764705882353 NA 26
OG0002038 ER 0.000310071185935034 NA 0.774193548387097 0.75716231777858 18
OG0002039 ER-white NA NA 0.595959595959596 NA 9
OG0002040 ER 0.000531995380181924 NA 0.9 0.747950609766179 12
OG0002041 ER 0.000279645769414985 NA 0.976744186046512 0.366247606044544 8
OG0002043 ARD 0.0998648388841306 0.0998648388841306 1 0.954048173326517 2
OG0002044 ER-white NA NA 0.817204301075269 NA 28
OG0002045 ER-white NA NA 0.764705882352941 NA 33
OG0002047 ER-white NA NA 0.763888888888889 NA 31
OG0002050 ER-white NA NA 0.881578947368421 NA 26
OG0002051 ARD 0.000834118717874378 0.00621035076305445 0.224719101123595 0.536868043860003 28
OG0002053 ER 9.89586663146187e-05 NA 0.80952380952381 0.951495825058075 30
OG0002054 ER-white NA NA 0.770491803278688 NA 22
OG0002055 ER-white NA NA 0.802197802197802 NA 13
OG0002056 ER-white NA NA 0.840579710144927 NA 35
OG0002058 ER-white NA NA 0.792207792207792 NA 37
OG0002059 ER-white NA NA 0.860215053763441 NA 36
OG0002062 ER 0.000309631634856694 NA 0.738636363636364 0.435353402539395 26
OG0002063 ER-white NA NA 0.767676767676768 NA 6
OG0002065 ARD 0.000683192081873902 0.00693826317596437 0.191489361702128 0.537253065586557 31
OG0002068 ER-white NA NA 0.8125 NA 34
OG0002069 ER-white NA NA 0.65 NA 17
OG0002070 ER-white NA NA 0.813953488372093 NA 25
OG0002071 ER-white NA NA 0.831460674157303 NA 30
OG0002075 ER-white NA NA 0.710144927536232 NA 21
OG0002076 ER-white NA NA 0.885416666666667 NA 36
OG0002078 ER 0.000255478782383981 NA 0.690140845070423 0.641866153383349 25
OG0002079 ER 0.00124955232065289 NA 0.666666666666667 0.901857822138023 9
OG0002081 ER-white NA NA 0.911392405063291 NA 28
OG0002083 ER-white NA NA 0.682539682539683 NA 31
OG0002087 ER-white NA NA 0.860759493670886 NA 32
OG0002088 ARD 0.000358768042207611 0.00663643806723395 0.176470588235294 0.685557705248755 32
OG0002090 ER 0.000484745353230896 NA 0.86046511627907 0.566848244774115 22
OG0002091 ER-white NA NA 0.858695652173913 NA 33
OG0002092 ER-white NA NA 0.833333333333333 NA 9
OG0002094 ER-white NA NA 0.828571428571429 NA 29
OG0002095 ER-white NA NA 0.788732394366197 NA 36
OG0002096 ER-white NA NA 0.848484848484849 NA 34
OG0002099 ER-white NA NA 0.783505154639175 NA 5
OG0002100 ER-white NA NA 0.907692307692308 NA 31
OG0002101 ER-white NA NA 0.917525773195876 NA 28
OG0002102 ER 0.00891979970999876 NA 0.533333333333333 0.606265394071331 6
OG0002104 ER 0.00389625810130715 NA 0.55421686746988 0.52092409517358 6
OG0002107 ER-white NA NA 1 NA 3
OG0002112 ER-white NA NA 0.89041095890411 NA 31
OG0002113 ER 0.000109118535556607 NA 0.697674418604651 0.282482519290842 27
OG0002114 ER 0.000135218572779189 NA 0.682926829268293 0.283088945559838 15
OG0002116 ER-white NA NA 0.743243243243243 NA 16
OG0002118 ER-white NA NA 0.77027027027027 NA 31
OG0002121 ER-white NA NA 0.766666666666667 NA 22
OG0002122 ER-white NA NA 0.808510638297872 NA 26
OG0002123 ER-white NA NA 0.845238095238095 NA 31
OG0002124 ARD 0.000475553756551941 0.00894729173663545 0.191176470588235 0.539364795760206 30
OG0002125 ER-white NA NA 0.895833333333333 NA 31
OG0002126 ER-white NA NA 0.651515151515151 NA 29
OG0002127 ER 0.00010634872380385 NA 0.837837837837838 0.420818177754149 23
OG0002128 ER-white NA NA 0.705882352941177 NA 36
OG0002130 ER-white NA NA 0.773333333333333 NA 36
OG0002131 ER-white NA NA 0.842857142857143 NA 37
OG0002133 ER 8.29578863818859e-05 NA 0.740740740740741 0.957771392008579 36
OG0002134 ER-white NA NA 0.881720430107527 NA 33
OG0002135 ARD 0.000503160431040451 0.0133502588677311 0.0483870967741935 0.570338934034964 34
OG0002136 ER-white NA NA 0.838709677419355 NA 26
OG0002137 ER 0.000104642969991217 NA 0.634146341463415 0.340145700457355 28
OG0002139 ARD 0.0004907124845499 0.00575927582759403 0.191011235955056 0.759771982327541 32
OG0002140 ER-white NA NA 0.86 NA 35
OG0002141 ER 0.000214311677088844 NA 0.86 0.689656692308434 16
OG0002142 ER 0.00011714805705384 NA 0.731707317073171 0.791006223770163 27
OG0002143 ER-white NA NA 0.868686868686869 NA 38
OG0002144 ER-white NA NA 0.76 NA 28
OG0002146 ER-white NA NA 0.793650793650794 NA 20
OG0002148 ER-white NA NA 0.795698924731183 NA 35
OG0002149 ER-white NA NA 0.876288659793814 NA 29
OG0002150 ER-white NA NA 0.742424242424242 NA 22
OG0002151 ER-white NA NA 0.694736842105263 NA 37
OG0002152 ER-white NA NA 0.858585858585859 NA 35
OG0002153 ARD 0.000195091231240069 0.00374959011252867 0.211111111111111 0.699229772387482 33
OG0002154 ER-white NA NA 0.53 NA 10
OG0002156 ER-white NA NA 0.906666666666667 NA 36
OG0002157 ER-white NA NA 0.891304347826087 NA 33
OG0002158 ER 9.06136439927715e-05 NA 0.818181818181818 0.967406247638252 32
OG0002160 ER-white NA NA 0.829268292682927 NA 33
OG0002162 ER 0.000102778824335787 NA 0.780487804878049 0.632148307911421 27
OG0002164 ER-white NA NA 0.846153846153846 NA 33
OG0002165 ER-white NA NA 0.768292682926829 NA 30
OG0002167 ER 0.000147754567529484 NA 0.804878048780488 0.283088945559838 15
OG0002168 ER-white NA NA 0.755102040816326 NA 22
OG0002169 ER-white NA NA 0.8 NA 26
OG0002172 ER 0.000516395292758271 NA 0.739130434782609 0.42715943548604 32
OG0002173 ER-white NA NA 0.711340206185567 NA 12
OG0002175 ER 0.00276341639952035 NA 0.566265060240964 0.778424262953059 5
OG0002176 ER-white NA NA 0.68 NA 14
OG0002178 ER-white NA NA 0.515789473684211 NA 5
OG0002179 ER-white NA NA 0.6 NA 8
OG0002184 ER 0.129282275404577 NA 0.533333333333333 0.480957233424281 4
OG0002188 ER 0.00011782006369458 NA 0.763157894736842 0.950067359692018 30
OG0002191 ER-white NA NA 0.721311475409836 NA 15
OG0002192 ER-white NA NA 0.819444444444444 NA 33
OG0002194 ER-white NA NA 0.67 NA 9
OG0002195 ER 0.00040152732794604 NA 0.909090909090909 0.649310695578034 12
OG0002197 ER 8.58890967549744e-05 NA 0.78 0.589768255919475 36
OG0002199 ARD 0.279516818138279 0.279516818138279 1 0.281671642103013 2
OG0002201 ER-white NA NA 0.806451612903226 NA 24
OG0002203 ER 8.12445758865814e-05 NA 0.743589743589744 0.696343377126541 33
OG0002205 ER-white NA NA 0.813333333333333 NA 39
OG0002206 ER-white NA NA 0.826530612244898 NA 33
